20	17
21	17
22	17
23	18
24	17
25	17
26	17
27	17
28	17
29	17
30	17
31	17
32	17
33	17
34	17
35	17
36	18
37	17
38	18
39	18
40	19
41	19
42	19
43	20
44	20
45	20
46	21
47	22
48	21
49	21
50	22
51	23
52	22
53	22
54	22
55	22
56	22
57	22
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	3
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	3
112	3
113	3
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	2
144	1
145	1
146	1
147	1
148	1
149	1
150	1
151	1
152	1
153	1
154	1
155	2
156	2
157	2
158	2
159	3
160	3
161	3
162	3
163	3
164	3
165	3
166	3
167	22
168	22
169	23
170	23
171	23
172	23
173	23
174	23
175	24
176	21
177	22
178	22
179	21
180	21
181	22
182	21
183	19
184	19
185	20
186	19
187	19
188	20
189	19
190	20
191	20
192	20
193	20
194	20
195	20
196	20
197	21
198	21
199	21
200	22
201	21
202	22
203	21
204	21
205	22
206	21
207	21
208	21
209	21
210	21
211	20
212	20
213	20
214	20
215	4
216	4
217	4
218	4
219	4
220	4
221	4
222	4
223	4
224	4
225	4
226	4
227	4
228	4
229	4
230	4
231	3
232	3
233	3
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	4
243	4
244	4
245	4
246	4
247	4
248	4
249	3
250	3
251	3
252	3
253	3
254	3
255	3
256	3
257	3
258	3
259	3
260	3
261	4
262	4
263	4
264	4
265	4
266	5
267	5
268	8
269	8
270	8
271	8
272	8
273	8
274	8
275	8
276	12
277	12
278	12
279	13
280	13
281	13
282	13
283	13
284	13
285	12
286	13
287	13
288	13
289	12
290	12
291	13
292	13
293	13
294	13
295	14
296	13
297	13
298	13
299	13
300	13
301	13
302	12
303	12
304	12
305	11
306	7
307	3
308	3
309	3
310	2
311	2
312	2
313	5
314	2
315	2
316	2
317	2
318	2
319	2
320	2
321	2
322	2
323	2
324	2
325	2
326	2
327	2
328	2
329	2
330	2
331	2
332	2
333	2
334	2
335	2
336	2
337	2
338	2
339	2
340	2
341	2
342	2
343	2
344	2
345	2
346	2
347	2
348	2
349	2
350	2
351	2
352	2
353	2
354	2
355	2
356	2
357	2
358	2
359	2
360	2
361	3
362	3
363	3
364	3
365	3
366	3
367	3
368	3
369	15
370	16
371	16
372	16
373	17
374	17
375	17
376	17
377	17
378	17
379	17
